,UWI,Depth,FACIES,DTC,GR,NPHI,PEF,RESD,RESM,RHOB
8861,Torosa 1,3626.144585,2.0,87.49134508,60.15804984,0.258087034,3.765966785,1.484201629,1.627463478,2.560983042
8862,Torosa 1,3626.296929,2.0,87.66177677,59.76527773,0.249935342,3.778168874,1.652570754,1.815525742,2.566775019
8863,Torosa 1,3626.449273,2.0,88.07087497,59.35530472,0.238496012,3.752634588,1.560005141,1.703568225,2.547295899
8864,Torosa 1,3626.601617,2.0,88.55261624,58.89253883,0.234436418,3.756680163,1.3943940890000002,1.518923365,2.537516901
8865,Torosa 1,3626.753961,2.0,89.08738079999998,59.61000641,0.243080458,3.784401698,1.319390642,1.438140404,2.526135023
8866,Torosa 1,3626.906304,2.0,89.38655989,59.39635064,0.256145668,3.855357137,1.303592405,1.418088159,2.519958496
8867,Torosa 1,3627.058648,2.0,89.11630899,56.91294949,0.254745813,3.838958315,1.4001039430000002,1.522847073,2.537460583
8868,Torosa 1,3627.210992,2.0,88.37522546,55.96582549,0.241626174,3.887107056,1.436803434,1.560978795,2.536387791
8869,Torosa 1,3627.363336,2.0,87.9578406,57.32910621,0.231346998,3.920661064,1.345392269,1.463604636,2.522581502
8870,Torosa 1,3627.51568,2.0,88.42527326,58.83761845,0.234633979,3.878071067,1.191668878,1.301972728,2.511894823
8871,Torosa 1,3627.668023,2.0,89.14321636,59.1251899,0.249256851,3.933351738,1.215421617,1.334104013,2.520204773
8872,Torosa 1,3627.820367,2.0,90.37535851,59.77438005,0.256555183,3.972066513,1.239215315,1.3642539059999998,2.528576512
8873,Torosa 1,3627.972711,2.0,91.74527153,60.48247915,0.247262691,3.953467587,1.311530216,1.4475099480000002,2.546423001
8874,Torosa 1,3628.125055,2.0,92.21441503,60.12093417,0.22854142,3.96164545,1.576567916,1.741178527,2.568819727
8875,Torosa 1,3628.277399,2.0,92.16857509,59.82787861,0.222975243,3.969822131,1.558338081,1.719754882,2.558449605
8876,Torosa 1,3628.429742,2.0,90.8946725,61.64649618,0.239719181,3.814024142,1.234354094,1.3620328519999998,2.525857165
8877,Torosa 1,3628.582086,2.0,88.7710098,64.59504677,0.271362696,3.669434651,1.049823562,1.155982565,2.500513245
8878,Torosa 1,3628.73443,2.0,86.82325941,65.23047644,0.291463751,3.672765072,1.043487519,1.145174326,2.493246261
8879,Torosa 1,3628.886774,2.0,86.08620688,62.41094699,0.283064723,3.768332686,1.052194737,1.154127644,2.495829586
8880,Torosa 1,3629.039118,2.0,86.25832716,58.53929667,0.25249873300000003,3.897407034,1.308768329,1.43642671,2.523582612
8881,Torosa 1,3629.191461,2.0,87.14468953,56.22378101,0.220884977,4.026384198,1.509565739,1.658376445,2.54131058
8882,Torosa 1,3629.343805,2.0,88.37518516,55.8285228,0.210890209,4.041939412,1.650630629,1.818614816,2.544627058
8883,Torosa 1,3629.496149,2.0,89.28514320000002,55.56195889,0.212827049,4.112165325,1.857286781,2.046898229,2.573582095
8884,Torosa 1,3629.648493,2.0,90.04592769,55.32998751,0.219549337,4.209601672,1.594249387,1.7543628080000002,2.568643372
8885,Torosa 1,3629.800837,2.0,89.86549235,55.78766623,0.234086223,4.132459839,1.245719828,1.368819595,2.530588236
8886,Torosa 1,3629.95318,2.0,88.70613981,56.0319159,0.245929745,3.923363198,1.146512347,1.257080119,2.512325969
8887,Torosa 1,3630.105524,6.0,86.72057480000002,55.37499367,0.254018393,3.768226345,1.137291267,1.244754143,2.489980271
8888,Torosa 1,3630.257868,6.0,84.9128863,53.68130553,0.251681058,3.751627836,1.241607241,1.3571541580000002,2.492711457
8889,Torosa 1,3630.410212,6.0,83.50197189,54.18487454,0.242069699,3.886616654,1.39019331,1.5168684,2.512666213
8890,Torosa 1,3630.562556,6.0,80.41396955,55.97026307,0.228567956,3.96354162,1.380277211,1.506821397,2.521734746
8891,Torosa 1,3630.714899,6.0,79.23025899,56.54272655,0.210462327,3.950302613,1.485270794,1.626835848,2.551607775
8892,Torosa 1,3630.867243,6.0,79.86714082,54.64792602,0.186423105,4.014470506,1.972530227,2.163449395,2.579618789
8893,Torosa 1,3631.019587,6.0,80.73559895,52.06983732,0.17084169300000002,4.13044291,2.101165538,2.292791047,2.592864195
8894,Torosa 1,3631.171931,6.0,82.67408602,49.76047523,0.167113652,4.134811022,1.876463231,2.039673666,2.579635607
8895,Torosa 1,3631.324275,6.0,84.26742199,47.76285028,0.161497912,4.126190247,2.628864541,2.86562483,2.587014695
8896,Torosa 1,3631.476618,6.0,85.88094466,46.12649816,0.156753699,4.1463310710000005,3.567485204,3.884072021,2.615860683
