,UWI,Depth,FACIES,DTC,GR,NPHI,PEF,RESD,RESM,RHOB
87837,Poseidon 2,4115.720101,2.0,100.27092059999998,92.78672567,0.279244991,8.112106557999999,0.796160212,0.7896099879999999,2.522064815
87838,Poseidon 2,4115.872445,2.0,100.3071865,93.07110391,0.272689039,8.278613952999999,0.7992703870000001,0.793454254,2.521933411
87839,Poseidon 2,4116.0247880000015,2.0,99.97974253,93.33906029,0.275411921,8.285384852,0.802261308,0.79714973,2.522676014
87840,Poseidon 2,4116.177132,2.0,99.98450974,93.17345317,0.292856767,8.19452464,0.8021022329999999,0.796915422,2.526149289
87841,Poseidon 2,4116.329476,2.0,100.4373884,92.63659112,0.274950568,8.051993081,0.799245797,0.7933158509999999,2.520955638
87842,Poseidon 2,4116.48182,2.0,100.4644447,92.10957933,0.271833946,7.926551112,0.7964373220000001,0.7897751129999999,2.520030425
87843,Poseidon 2,4116.634164,2.0,100.4437643,91.83608661,0.276988143,7.910783997999999,0.794840834,0.7877156120000001,2.518269892
87844,Poseidon 2,4116.786507,2.0,100.2978015,92.25626025,0.267622195,7.87164196,0.796563467,0.789712194,2.526519117
87845,Poseidon 2,4116.938851,2.0,100.1599225,92.67642654,0.281454425,7.973414251,0.7982860390000001,0.79170889,2.525617897
87846,Poseidon 2,4117.091195,2.0,100.2902436,93.07396642,0.27439036,8.038718707000001,0.80000216,0.7936713320000001,2.525322723
87847,Poseidon 2,4117.243539,2.0,100.1617167,92.83755061,0.264869532,8.055708698,0.801539152,0.794674317,2.524208774
87848,Poseidon 2,4117.395883,2.0,100.2007001,92.58053903,0.27083801,8.003453888,0.803070223,0.79564611,2.527032411
87849,Poseidon 2,4117.548226,2.0,99.94784642,92.35735301,0.28133998600000004,8.019731712,0.8046242690000001,0.796654978,2.5288056080000003
87850,Poseidon 2,4117.70057,2.0,99.88811649,93.09450308,0.270468629,8.066825575,0.806825957,0.798718294,2.529502765
87851,Poseidon 2,4117.852914,2.0,100.4263282,94.26612777,0.270039542,8.120313756,0.809328341,0.801264423,2.52958271
87852,Poseidon 2,4118.005258,2.0,100.6789257,95.4140305,0.280696473,8.027020732999999,0.8117505890000001,0.803733762,2.527489724
